# file...... testpowermeas.csv
# date...... Fri Sep  1 10:22:00 2017
# user...... stephant
# host...... (null)
# target.... meter 76
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power.real,measured_power.imag
2010-01-01 12:00:00.800000 PST,+9823240.14835,+3697935.24599
2010-01-01 12:00:00.810000 PST,+9823240.15327,+3697935.28441
2010-01-01 12:00:00.820000 PST,+9823240.15833,+3697935.3223
2010-01-01 12:00:00.830000 PST,+9823240.16315,+3697935.35911
2010-01-01 12:00:00.840000 PST,+9823240.16786,+3697935.39551
2010-01-01 12:00:00.850000 PST,+9823240.17246,+3697935.43117
2010-01-01 12:00:00.860000 PST,+9823240.17709,+3697935.46597
2010-01-01 12:00:00.870000 PST,+9823240.18156,+3697935.50013
2010-01-01 12:00:00.880000 PST,+9823240.18583,+3697935.53341
2010-01-01 12:00:00.890000 PST,+9823240.19017,+3697935.56613
2010-01-01 12:00:00.900000 PST,+9823240.19428,+3697935.59785
2010-01-01 12:00:00.910000 PST,+9823240.19847,+3697935.62919
2010-01-01 12:00:00.920000 PST,+9823240.20234,+3697935.6595
2010-01-01 12:00:00.930000 PST,+9823240.20636,+3697935.68937
2010-01-01 12:00:00.940000 PST,+9823240.21006,+3697935.71839
2010-01-01 12:00:00.950000 PST,+9823240.2137,+3697935.74661
2010-01-01 12:00:00.960000 PST,+9823240.21719,+3697935.77426
2010-01-01 12:00:00.970000 PST,+9823240.22083,+3697935.80118
2010-01-01 12:00:00.980000 PST,+9823240.22404,+3697935.82741
2010-01-01 12:00:00.990000 PST,+9823240.22745,+3697935.85303
2010-01-01 12:00:01.000000 PST,+9823240.23064,+3697935.87781
2010-01-01 12:00:01.010000 PST,+9823240.23372,+3697935.9019
2010-01-01 12:00:01.020000 PST,+9823240.23688,+3697935.92553
2010-01-01 12:00:01.030000 PST,+9823240.23998,+3697935.9485
2010-01-01 12:00:01.040000 PST,+9823240.24275,+3697935.97067
2010-01-01 12:00:01.050000 PST,+9823240.24561,+3697935.99239
2010-01-01 12:00:01.060000 PST,+9823240.24833,+3697936.0131
2010-01-01 12:00:01.070000 PST,+9823240.25084,+3697936.03348
2010-01-01 12:00:01.080000 PST,+9823240.2534,+3697936.05318
2010-01-01 12:00:01.090000 PST,+9823240.25581,+3697936.07225
2010-01-01 12:00:01.100000 PST,+9823240.25816,+3697936.09079
2010-01-01 12:00:01.110000 PST,+9823240.26044,+3697936.10865
2010-01-01 12:00:01.120000 PST,+9823240.26267,+3697936.1259
2010-01-01 12:00:01.130000 PST,+9823240.26478,+3697936.14272
2010-01-01 12:00:01.140000 PST,+9823240.26694,+3697936.15883
2010-01-01 12:00:01.150000 PST,+9823240.26893,+3697936.1743
2010-01-01 12:00:01.160000 PST,+9823240.27086,+3697936.18952
2010-01-01 12:00:01.170000 PST,+9823240.27267,+3697936.20393
2010-01-01 12:00:01.180000 PST,+9823240.27449,+3697936.21814
2010-01-01 12:00:01.190000 PST,+9823240.27621,+3697936.23156
2010-01-01 12:00:01.200000 PST,+9823240.27779,+3697936.24459
2010-01-01 12:00:01.210000 PST,+9823240.27931,+3697936.2568
2010-01-01 12:00:01.220000 PST,+9823240.28088,+3697936.26875
2010-01-01 12:00:01.230000 PST,+9823240.28219,+3697936.28022
2010-01-01 12:00:01.240000 PST,+9823240.28357,+3697936.29124
2010-01-01 12:00:01.250000 PST,+9823240.2849,+3697936.30178
2010-01-01 12:00:01.260000 PST,+9823240.28614,+3697936.31179
2010-01-01 12:00:01.270000 PST,+9823240.28738,+3697936.3215
2010-01-01 12:00:01.280000 PST,+9823240.28846,+3697936.33081
2010-01-01 12:00:01.290000 PST,+9823240.2895,+3697936.33942
2010-01-01 12:00:01.300000 PST,+9823240.29055,+3697936.34793
2010-01-01 12:00:01.310000 PST,+9823240.29157,+3697936.35582
2010-01-01 12:00:01.320000 PST,+9823240.29247,+3697936.36329
2010-01-01 12:00:01.330000 PST,+9823240.29319,+3697936.37043
2010-01-01 12:00:01.340000 PST,+9823240.29412,+3697936.37727
2010-01-01 12:00:01.350000 PST,+9823240.2949,+3697936.38354
2010-01-01 12:00:01.360000 PST,+9823240.29551,+3697936.38968
2010-01-01 12:00:01.370000 PST,+9823240.29619,+3697936.3952
2010-01-01 12:00:01.380000 PST,+9823240.29671,+3697936.4006
2010-01-01 12:00:01.390000 PST,+9823240.29733,+3697936.40543
2010-01-01 12:00:01.400000 PST,+9823240.29785,+3697936.40996
2010-01-01 12:00:01.410000 PST,+9823240.29816,+3697936.41407
2010-01-01 12:00:01.420000 PST,+9823240.29871,+3697936.41838
2010-01-01 12:00:01.430000 PST,+9823240.29911,+3697936.42201
2010-01-01 12:00:01.440000 PST,+9823240.29948,+3697936.42535
2010-01-01 12:00:01.450000 PST,+9823240.2998,+3697936.4284
2010-01-01 12:00:01.460000 PST,+9823240.29996,+3697936.43093
2010-01-01 12:00:01.470000 PST,+9823240.30027,+3697936.43359
2010-01-01 12:00:01.480000 PST,+9823240.30039,+3697936.43562
2010-01-01 12:00:01.490000 PST,+9823240.30053,+3697936.43747
2010-01-01 12:00:01.500000 PST,+9823240.30064,+3697936.43904
2010-01-01 12:00:01.510000 PST,+9823240.30074,+3697936.44041
2010-01-01 12:00:01.520000 PST,+9823240.3008,+3697936.44151
2010-01-01 12:00:01.530000 PST,+9823240.30084,+3697936.4424
2010-01-01 12:00:01.540000 PST,+9823240.30081,+3697936.443
2010-01-01 12:00:01.550000 PST,+9823240.30084,+3697936.44345
2010-01-01 12:00:01.560000 PST,+9823240.30076,+3697936.44356
2010-01-01 12:00:01.570000 PST,+9823240.30056,+3697936.44339
2010-01-01 12:00:01.580000 PST,+9823240.3004,+3697936.44302
2010-01-01 12:00:01.590000 PST,+9823240.30021,+3697936.4425
2010-01-01 12:00:01.600000 PST,+9823240.30016,+3697936.44156
2010-01-01 12:00:01.610000 PST,+9823240.29986,+3697936.44066
2010-01-01 12:00:01.620000 PST,+9823240.29956,+3697936.43936
2010-01-01 12:00:01.630000 PST,+9823240.29917,+3697936.43793
2010-01-01 12:00:01.640000 PST,+9823240.29887,+3697936.43635
2010-01-01 12:00:01.650000 PST,+9823240.29863,+3697936.43456
2010-01-01 12:00:01.660000 PST,+9823240.29816,+3697936.43209
2010-01-01 12:00:01.670000 PST,+9823240.29786,+3697936.43017
2010-01-01 12:00:01.680000 PST,+9823240.29736,+3697936.42769
2010-01-01 12:00:01.690000 PST,+9823240.29703,+3697936.42486
2010-01-01 12:00:01.700000 PST,+9823240.29646,+3697936.4221
2010-01-01 12:00:01.710000 PST,+9823240.29614,+3697936.41903
2010-01-01 12:00:01.720000 PST,+9823240.29544,+3697936.41577
2010-01-01 12:00:01.730000 PST,+9823240.29498,+3697936.41223
2010-01-01 12:00:01.740000 PST,+9823240.29435,+3697936.40874
2010-01-01 12:00:01.750000 PST,+9823240.29375,+3697936.40495
2010-01-01 12:00:01.760000 PST,+9823240.29301,+3697936.40096
2010-01-01 12:00:01.770000 PST,+9823240.29249,+3697936.39672
2010-01-01 12:00:01.780000 PST,+9823240.29175,+3697936.39212
2010-01-01 12:00:01.790000 PST,+9823240.29119,+3697936.38772
2010-01-01 12:00:01.800000 PST,+9823240.2904,+3697936.38299
2010-01-01 12:00:01.810000 PST,+9823240.2896,+3697936.37807
2010-01-01 12:00:01.820000 PST,+9823240.28881,+3697936.37295
2010-01-01 12:00:01.830000 PST,+9823240.28805,+3697936.36749
2010-01-01 12:00:01.840000 PST,+9823240.28733,+3697936.36219
2010-01-01 12:00:01.850000 PST,+9823240.28636,+3697936.35644
2010-01-01 12:00:01.860000 PST,+9823240.28553,+3697936.35058
2010-01-01 12:00:01.870000 PST,+9823240.28465,+3697936.34479
2010-01-01 12:00:01.880000 PST,+9823240.2838,+3697936.33848
2010-01-01 12:00:01.890000 PST,+9823240.28289,+3697936.33198
2010-01-01 12:00:01.900000 PST,+9823240.2818,+3697936.32552
2010-01-01 12:00:01.910000 PST,+9823240.28092,+3697936.31874
2010-01-01 12:00:01.920000 PST,+9823240.28,+3697936.31178
2010-01-01 12:00:01.930000 PST,+9823240.27874,+3697936.30463
2010-01-01 12:00:01.940000 PST,+9823240.27793,+3697936.29747
2010-01-01 12:00:01.950000 PST,+9823240.27675,+3697936.28995
2010-01-01 12:00:01.960000 PST,+9823240.27557,+3697936.28197
2010-01-01 12:00:01.970000 PST,+9823240.27457,+3697936.27424
2010-01-01 12:00:01.980000 PST,+9823240.27343,+3697936.26597
2010-01-01 12:00:01.990000 PST,+9823240.27223,+3697936.25763
2010-01-01 12:00:02.000000 PST,+9823240.27106,+3697936.24927
2010-01-01 12:00:02.010000 PST,+9823240.26987,+3697936.24078
2010-01-01 12:00:02.020000 PST,+9823240.26845,+3697936.23164
2010-01-01 12:00:02.030000 PST,+9823240.26712,+3697936.22262
2010-01-01 12:00:02.040000 PST,+9823240.26598,+3697936.21347
2010-01-01 12:00:02.050000 PST,+9823240.2645,+3697936.20391
2010-01-01 12:00:02.060000 PST,+9823240.26318,+3697936.1943
2010-01-01 12:00:02.070000 PST,+9823240.26183,+3697936.18447
2010-01-01 12:00:02.080000 PST,+9823240.26045,+3697936.17431
2010-01-01 12:00:02.090000 PST,+9823240.25909,+3697936.16411
2010-01-01 12:00:02.100000 PST,+9823240.25749,+3697936.15374
2010-01-01 12:00:02.110000 PST,+9823240.25603,+3697936.14295
2010-01-01 12:00:02.120000 PST,+9823240.25438,+3697936.13208
2010-01-01 12:00:02.130000 PST,+9823240.25304,+3697936.12099
2010-01-01 12:00:02.140000 PST,+9823240.25142,+3697936.10968
2010-01-01 12:00:02.150000 PST,+9823240.24965,+3697936.09814
2010-01-01 12:00:02.160000 PST,+9823240.24817,+3697936.08643
2010-01-01 12:00:02.170000 PST,+9823240.24645,+3697936.07459
2010-01-01 12:00:02.180000 PST,+9823240.24481,+3697936.06243
2010-01-01 12:00:02.190000 PST,+9823240.24316,+3697936.05009
2010-01-01 12:00:02.200000 PST,+9823240.24129,+3697936.03726
2010-01-01 12:00:02.210000 PST,+9823240.23963,+3697936.02468
2010-01-01 12:00:02.220000 PST,+9823240.23786,+3697936.01161
2010-01-01 12:00:02.230000 PST,+9823240.23605,+3697935.99863
2010-01-01 12:00:02.240000 PST,+9823240.23408,+3697935.98501
2010-01-01 12:00:02.250000 PST,+9823240.23207,+3697935.97131
2010-01-01 12:00:02.260000 PST,+9823240.23029,+3697935.9576
2010-01-01 12:00:02.270000 PST,+9823240.22839,+3697935.94347
2010-01-01 12:00:02.280000 PST,+9823240.22639,+3697935.92919
2010-01-01 12:00:02.290000 PST,+9823240.22437,+3697935.91463
2010-01-01 12:00:02.300000 PST,+9823240.22238,+3697935.89984
2010-01-01 12:00:02.310000 PST,+9823240.22019,+3697935.88508
2010-01-01 12:00:02.320000 PST,+9823240.21817,+3697935.8698
2010-01-01 12:00:02.330000 PST,+9823240.21613,+3697935.8545
2010-01-01 12:00:02.340000 PST,+9823240.21393,+3697935.83893
2010-01-01 12:00:02.350000 PST,+9823240.21172,+3697935.82315
2010-01-01 12:00:02.360000 PST,+9823240.20954,+3697935.807
2010-01-01 12:00:02.370000 PST,+9823240.20724,+3697935.79071
2010-01-01 12:00:02.380000 PST,+9823240.20505,+3697935.77443
2010-01-01 12:00:02.390000 PST,+9823240.20277,+3697935.75762
2010-01-01 12:00:02.400000 PST,+9823240.20043,+3697935.74071
2010-01-01 12:00:02.410000 PST,+9823240.19813,+3697935.72379
2010-01-01 12:00:02.420000 PST,+9823240.19577,+3697935.70628
2010-01-01 12:00:02.430000 PST,+9823240.19323,+3697935.68881
2010-01-01 12:00:02.440000 PST,+9823240.19096,+3697935.6711
2010-01-01 12:00:02.450000 PST,+9823240.18849,+3697935.6533
2010-01-01 12:00:02.460000 PST,+9823240.18597,+3697935.63514
2010-01-01 12:00:02.470000 PST,+9823240.18344,+3697935.61685
2010-01-01 12:00:02.480000 PST,+9823240.18091,+3697935.59839
2010-01-01 12:00:02.490000 PST,+9823240.17831,+3697935.57961
2010-01-01 12:00:02.500000 PST,+9823240.17572,+3697935.56068
2010-01-01 12:00:02.510000 PST,+9823240.17309,+3697935.54151
2010-01-01 12:00:02.520000 PST,+9823240.17051,+3697935.52239
2010-01-01 12:00:02.530000 PST,+9823240.16784,+3697935.50279
2010-01-01 12:00:02.540000 PST,+9823240.16506,+3697935.48292
2010-01-01 12:00:02.550000 PST,+9823240.16225,+3697935.4631
2010-01-01 12:00:02.560000 PST,+9823240.1597,+3697935.44306
2010-01-01 12:00:02.570000 PST,+9823240.15672,+3697935.42263
2010-01-01 12:00:02.580000 PST,+9823240.15398,+3697935.4023
2010-01-01 12:00:02.590000 PST,+9823240.15123,+3697935.38162
2010-01-01 12:00:02.600000 PST,+9823240.14843,+3697935.36077
2010-01-01 12:00:02.610000 PST,+9823240.14544,+3697935.33971
2010-01-01 12:00:02.620000 PST,+9823240.14249,+3697935.31856
2010-01-01 12:00:02.630000 PST,+9823240.13958,+3697935.29719
2010-01-01 12:00:02.640000 PST,+9823240.13679,+3697935.27578
2010-01-01 12:00:02.650000 PST,+9823240.13371,+3697935.25405
2010-01-01 12:00:02.660000 PST,+9823240.13073,+3697935.23212
2010-01-01 12:00:02.670000 PST,+9823240.12773,+3697935.21038
2010-01-01 12:00:02.680000 PST,+9823240.12455,+3697935.18804
2010-01-01 12:00:02.690000 PST,+9823240.12154,+3697935.16571
2010-01-01 12:00:02.700000 PST,+9823240.11852,+3697935.1431
2010-01-01 12:00:02.710000 PST,+9823240.11545,+3697935.12045
2010-01-01 12:00:02.720000 PST,+9823240.11221,+3697935.09782
2010-01-01 12:00:02.730000 PST,+9823240.10903,+3697935.07466
2010-01-01 12:00:02.740000 PST,+9823240.10587,+3697935.05172
2010-01-01 12:00:02.750000 PST,+9823240.10268,+3697935.02846
2010-01-01 12:00:02.760000 PST,+9823240.09946,+3697935.00527
2010-01-01 12:00:02.770000 PST,+9823240.09631,+3697934.9816
2010-01-01 12:00:02.780000 PST,+9823240.09312,+3697934.95809
2010-01-01 12:00:02.790000 PST,+9823240.08971,+3697934.93421
2010-01-01 12:00:02.800000 PST,+9823240.08655,+3697934.9103
2010-01-01 12:00:02.810000 PST,+9823240.08327,+3697934.88638
2010-01-01 12:00:02.820000 PST,+9823240.0799,+3697934.8623
2010-01-01 12:00:02.830000 PST,+9823240.07663,+3697934.83798
2010-01-01 12:00:02.840000 PST,+9823240.07334,+3697934.81357
2010-01-01 12:00:02.850000 PST,+9823240.06973,+3697934.78902
2010-01-01 12:00:02.860000 PST,+9823240.06656,+3697934.76462
2010-01-01 12:00:02.870000 PST,+9823240.06305,+3697934.73981
2010-01-01 12:00:02.880000 PST,+9823240.05977,+3697934.71507
2010-01-01 12:00:02.890000 PST,+9823240.05622,+3697934.69011
2010-01-01 12:00:02.900000 PST,+9823240.05286,+3697934.66517
2010-01-01 12:00:02.910000 PST,+9823240.04942,+3697934.6401
2010-01-01 12:00:02.920000 PST,+9823240.04601,+3697934.61501
2010-01-01 12:00:02.930000 PST,+9823240.04243,+3697934.58949
2010-01-01 12:00:02.940000 PST,+9823240.03895,+3697934.56425
2010-01-01 12:00:02.950000 PST,+9823240.03557,+3697934.53905
2010-01-01 12:00:02.960000 PST,+9823240.03198,+3697934.51341
2010-01-01 12:00:02.970000 PST,+9823240.02844,+3697934.48786
2010-01-01 12:00:02.980000 PST,+9823240.02486,+3697934.46226
2010-01-01 12:00:02.990000 PST,+9823240.0214,+3697934.43649
2010-01-01 12:00:03.000000 PST,+9823240.0178,+3697934.41062
2010-01-01 12:00:03.010000 PST,+9823240.0143,+3697934.38478
2010-01-01 12:00:03.020000 PST,+9823240.01068,+3697934.35895
2010-01-01 12:00:03.030000 PST,+9823240.00702,+3697934.33272
2010-01-01 12:00:03.040000 PST,+9823240.00348,+3697934.30679
2010-01-01 12:00:03.050000 PST,+9823239.99994,+3697934.28088
2010-01-01 12:00:03.060000 PST,+9823239.99622,+3697934.25461
2010-01-01 12:00:03.070000 PST,+9823239.99266,+3697934.22853
2010-01-01 12:00:03.080000 PST,+9823239.98912,+3697934.20228
2010-01-01 12:00:03.090000 PST,+9823239.98568,+3697934.1761
2010-01-01 12:00:03.100000 PST,+9823239.98186,+3697934.14965
2010-01-01 12:00:03.110000 PST,+9823239.97824,+3697934.12331
2010-01-01 12:00:03.120000 PST,+9823239.97457,+3697934.09709
2010-01-01 12:00:03.130000 PST,+9823239.97083,+3697934.07069
2010-01-01 12:00:03.140000 PST,+9823239.96722,+3697934.04427
2010-01-01 12:00:03.150000 PST,+9823239.96373,+3697934.01772
2010-01-01 12:00:03.160000 PST,+9823239.95997,+3697933.9912
2010-01-01 12:00:03.170000 PST,+9823239.95632,+3697933.96471
2010-01-01 12:00:03.180000 PST,+9823239.95264,+3697933.93803
2010-01-01 12:00:03.190000 PST,+9823239.94904,+3697933.91164
2010-01-01 12:00:03.200000 PST,+9823239.94534,+3697933.88492
2010-01-01 12:00:03.210000 PST,+9823239.94167,+3697933.85864
2010-01-01 12:00:03.220000 PST,+9823239.93802,+3697933.83191
2010-01-01 12:00:03.230000 PST,+9823239.9343,+3697933.80532
2010-01-01 12:00:03.240000 PST,+9823239.9305,+3697933.77866
2010-01-01 12:00:03.250000 PST,+9823239.92696,+3697933.75203
2010-01-01 12:00:03.260000 PST,+9823239.92322,+3697933.72544
2010-01-01 12:00:03.270000 PST,+9823239.91961,+3697933.69888
2010-01-01 12:00:03.280000 PST,+9823239.91577,+3697933.67217
2010-01-01 12:00:03.290000 PST,+9823239.91215,+3697933.64553
2010-01-01 12:00:03.300000 PST,+9823239.9085,+3697933.61907
2010-01-01 12:00:03.310000 PST,+9823239.90473,+3697933.5924
2010-01-01 12:00:03.320000 PST,+9823239.90116,+3697933.56573
2010-01-01 12:00:03.330000 PST,+9823239.89743,+3697933.53918
2010-01-01 12:00:03.340000 PST,+9823239.89384,+3697933.51277
2010-01-01 12:00:03.350000 PST,+9823239.89017,+3697933.48604
2010-01-01 12:00:03.360000 PST,+9823239.88637,+3697933.45948
2010-01-01 12:00:03.370000 PST,+9823239.88284,+3697933.43316
2010-01-01 12:00:03.380000 PST,+9823239.87907,+3697933.40665
2010-01-01 12:00:03.390000 PST,+9823239.87534,+3697933.38013
2010-01-01 12:00:03.400000 PST,+9823239.87156,+3697933.35355
2010-01-01 12:00:03.410000 PST,+9823239.86793,+3697933.32701
2010-01-01 12:00:03.420000 PST,+9823239.8643,+3697933.3007
2010-01-01 12:00:03.430000 PST,+9823239.86057,+3697933.27421
2010-01-01 12:00:03.440000 PST,+9823239.85703,+3697933.24797
2010-01-01 12:00:03.450000 PST,+9823239.85323,+3697933.22155
2010-01-01 12:00:03.460000 PST,+9823239.84955,+3697933.19529
2010-01-01 12:00:03.470000 PST,+9823239.84594,+3697933.16904
2010-01-01 12:00:03.480000 PST,+9823239.84232,+3697933.1427
2010-01-01 12:00:03.490000 PST,+9823239.83861,+3697933.11643
2010-01-01 12:00:03.500000 PST,+9823239.83503,+3697933.09047
2010-01-01 12:00:03.510000 PST,+9823239.83146,+3697933.06432
2010-01-01 12:00:03.520000 PST,+9823239.82777,+3697933.03819
2010-01-01 12:00:03.530000 PST,+9823239.82413,+3697933.01197
2010-01-01 12:00:03.540000 PST,+9823239.82044,+3697932.98607
2010-01-01 12:00:03.550000 PST,+9823239.8169,+3697932.95999
2010-01-01 12:00:03.560000 PST,+9823239.81338,+3697932.93408
2010-01-01 12:00:03.570000 PST,+9823239.80967,+3697932.90813
2010-01-01 12:00:03.580000 PST,+9823239.80609,+3697932.88226
2010-01-01 12:00:03.590000 PST,+9823239.80245,+3697932.85643
2010-01-01 12:00:03.600000 PST,+9823239.79893,+3697932.83073
2010-01-01 12:00:03.610000 PST,+9823239.79528,+3697932.80487
2010-01-01 12:00:03.620000 PST,+9823239.79173,+3697932.7791
2010-01-01 12:00:03.630000 PST,+9823239.78811,+3697932.75355
2010-01-01 12:00:03.640000 PST,+9823239.78456,+3697932.72798
2010-01-01 12:00:03.650000 PST,+9823239.78092,+3697932.70241
2010-01-01 12:00:03.660000 PST,+9823239.7773,+3697932.67666
2010-01-01 12:00:03.670000 PST,+9823239.7738,+3697932.65149
2010-01-01 12:00:03.680000 PST,+9823239.77016,+3697932.62587
2010-01-01 12:00:03.690000 PST,+9823239.76679,+3697932.60057
2010-01-01 12:00:03.700000 PST,+9823239.76324,+3697932.57534
2010-01-01 12:00:03.710000 PST,+9823239.7595,+3697932.54995
2010-01-01 12:00:03.720000 PST,+9823239.75605,+3697932.52476
2010-01-01 12:00:03.730000 PST,+9823239.7526,+3697932.49957
2010-01-01 12:00:03.740000 PST,+9823239.74905,+3697932.47465
2010-01-01 12:00:03.750000 PST,+9823239.74551,+3697932.44932
2010-01-01 12:00:03.760000 PST,+9823239.74196,+3697932.42459
2010-01-01 12:00:03.770000 PST,+9823239.73849,+3697932.39958
2010-01-01 12:00:03.780000 PST,+9823239.73511,+3697932.37474
2010-01-01 12:00:03.790000 PST,+9823239.73143,+3697932.35005
2010-01-01 12:00:03.800000 PST,+9823239.72805,+3697932.32504
2010-01-01 12:00:03.810000 PST,+9823239.72465,+3697932.30046
2010-01-01 12:00:03.820000 PST,+9823239.72113,+3697932.27583
2010-01-01 12:00:03.830000 PST,+9823239.71767,+3697932.25116
2010-01-01 12:00:03.840000 PST,+9823239.71417,+3697932.22683
2010-01-01 12:00:03.850000 PST,+9823239.71087,+3697932.20229
2010-01-01 12:00:03.860000 PST,+9823239.70749,+3697932.17789
2010-01-01 12:00:03.870000 PST,+9823239.70387,+3697932.15339
2010-01-01 12:00:03.880000 PST,+9823239.70052,+3697932.12938
2010-01-01 12:00:03.890000 PST,+9823239.69714,+3697932.10509
2010-01-01 12:00:03.900000 PST,+9823239.69384,+3697932.08085
2010-01-01 12:00:03.910000 PST,+9823239.69033,+3697932.05675
2010-01-01 12:00:03.920000 PST,+9823239.68698,+3697932.03279
